timestamp,photodiode,volt_piezo,volt_ld,frequencies
-0.01981637,1.46682,0.047173542676667,0.0019262939743467,377108094252346.44
-0.01981137,1.46657,0.0485163187235704,0.0019263308645525,377108094952431.25
-0.01980637,1.46645,0.049859094770472,0.0019263677547583,377108095652516.06
-0.01980137,1.46648,0.0512018708173753,0.0019264046449641,377108096352600.94
-0.01979637,1.46665,0.0525446468642769,0.00192644153517,377108097052685.75
-0.01979137,1.46693,0.0538874229111803,0.0019264784253758,377108097752770.56
-0.01978637,1.4673,0.0552301989580819,0.0019265153155816,377108098452855.4
-0.01978137,1.46772,0.0565729750049852,0.0019265522057874,377108099152940.2
-0.01977637,1.46817,0.0579157510518877,0.0019265890959932,377108099853025.06
-0.01977137,1.46862,0.0592585270987902,0.001926625986199,377108100553109.9
-0.01976637,1.46899,0.0606013031456935,0.0019266628764048,377108101253194.7
-0.01976137,1.46927,0.0619440791925951,0.0019266997666106,377108101953279.5
-0.01975637,1.46944,0.0632868552394985,0.0019267366568165,377108102653364.3
-0.01975137,1.46952,0.0646296312864,0.0019267735470223,377108103353449.2
-0.01974637,1.46952,0.0659724073333034,0.0019268104372281,377108104053534.0
-0.01974137,1.46944,0.067315183380205,0.0019268473274339,377108104753618.8
-0.01973637,1.46929,0.0686579594271084,0.0019268842176397,377108105453703.6
-0.01973137,1.46915,0.0700007354740099,0.0019269211078455,377108106153788.5
-0.01972637,1.46901,0.0713435115209133,0.0019269579980513,377108106853873.3
-0.01972137,1.46893,0.0726862875678158,0.0019269948882572,377108107553958.1
-0.01971637,1.46893,0.0740290636147182,0.001927031778463,377108108254042.94
-0.01971137,1.46896,0.0753718396616207,0.0019270686686688,377108108954127.75
-0.01970637,1.46904,0.0767146157085232,0.0019271055588746,377108109654212.6
-0.01970137,1.46921,0.0780573917554257,0.0019271424490804,377108110354297.44
-0.01969637,1.46941,0.0794001678023281,0.0019271793392862,377108111054382.25
-0.01969137,1.4696,0.0807429438492306,0.001927216229492,377108111754467.06
-0.01968637,1.46974,0.0820857198961331,0.0019272531196979,377108112454551.9
-0.01968137,1.46989,0.0834284959430355,0.0019272900099037,377108113154636.75
-0.01967637,1.46991,0.0847712719899389,0.0019273269001095,377108113854721.56
-0.01967137,1.46986,0.0861140480368405,0.0019273637903153,377108114554806.4
-0.01966637,1.46972,0.0874568240837438,0.0019274006805211,377108115254891.2
-0.01966137,1.46946,0.0887996001306454,0.0019274375707269,377108115954976.0
-0.01965637,1.4691,0.0901423761775488,0.0019274744609327,377108116655060.9
-0.01965137,1.46865,0.0914851522244504,0.0019275113511385,377108117355145.7
-0.01964637,1.46814,0.0928279282713537,0.0019275482413444,377108118055230.5
-0.01964137,1.46764,0.0941707043182562,0.0019275851315502,377108118755315.3
-0.01963637,1.46713,0.0955134803651587,0.001927622021756,377108119455400.1
-0.01963137,1.46671,0.0968562564120611,0.0019276589119618,377108120155485.0
-0.01962637,1.46631,0.0981990324589636,0.0019276958021676,377108120855569.8
-0.01962137,1.46606,0.0995418085058661,0.0019277326923734,377108121555654.6
-0.01961637,1.46595,0.1008845845527686,0.0019277695825792,377108122255739.44
-0.01961137,1.46592,0.102227360599671,0.0019278064727851,377108122955824.3
-0.01960637,1.466,0.1035701366465735,0.0019278433629909,377108123655909.1
-0.01960137,1.4662,0.104912912693476,0.0019278802531967,377108124355993.94
-0.01959637,1.46648,0.1062556887403793,0.0019279171434025,377108125056078.75
-0.01959137,1.46676,0.1075984647872809,0.0019279540336083,377108125756163.56
-0.01958637,1.46702,0.1089412408341843,0.0019279909238141,377108126456248.44
-0.01958137,1.46721,0.1102840168810859,0.0019280278140199,377108127156333.25
-0.01957637,1.46738,0.1116267929279892,0.0019280647042258,377108127856418.06
-0.01957137,1.46741,0.1129695689748917,0.0019281015944316,377108128556502.9
-0.01956637,1.46735,0.1143123450217942,0.0019281384846374,377108129256587.7
-0.01956137,1.46721,0.1156551210686966,0.0019281753748432,377108129956672.56
-0.01955637,1.46702,0.1169978971155991,0.001928212265049,377108130656757.4
-0.01955137,1.46676,0.1183406731625025,0.0019282491552548,377108131356842.2
-0.01954637,1.46651,0.1196834492094041,0.0019282860454606,377108132056927.0
-0.01954137,1.46623,0.1210262252563074,0.0019283229356664,377108132757011.8
-0.01953637,1.46606,0.122369001303209,0.0019283598258723,377108133457096.7
-0.01953137,1.46592,0.1237117773501124,0.0019283967160781,377108134157181.5
-0.01952637,1.46586,0.125054553397014,0.0019284336062839,377108134857266.3
-0.01952137,1.46589,0.1263973294439173,0.0019284704964897,377108135557351.1
-0.01951637,1.46598,0.1277401054908189,0.0019285073866955,377108136257435.94
-0.01951137,1.46609,0.1290828815377223,0.0019285442769013,377108136957520.8
-0.01950637,1.46626,0.1304256575846247,0.0019285811671071,377108137657605.6
-0.01950137,1.4664,0.1317684336315272,0.001928618057313,377108138357690.44
-0.01949637,1.46654,0.1331112096784297,0.0019286549475188,377108139057775.25
-0.01949137,1.46665,0.1344539857253321,0.0019286918377246,377108139757860.1
-0.01948637,1.46674,0.1357967617722346,0.0019287287279304,377108140457944.94
-0.01948137,1.46674,0.1371395378191371,0.0019287656181362,377108141158029.75
-0.01947637,1.46674,0.1384823138660396,0.001928802508342,377108141858114.56
-0.01947137,1.46671,0.139825089912942,0.0019288393985478,377108142558199.4
-0.01946637,1.46662,0.1411678659598445,0.0019288762887537,377108143258284.25
-0.01946137,1.46654,0.1425106420067479,0.0019289131789595,377108143958369.06
-0.01945637,1.46643,0.1438534180536494,0.0019289500691653,377108144658453.9
-0.01945137,1.46631,0.1451961941005528,0.0019289869593711,377108145358538.7
-0.01944637,1.46617,0.1465389701474544,0.0019290238495769,377108146058623.5
-0.01944137,1.466,0.1478817461943578,0.0019290607397827,377108146758708.4
-0.01943637,1.46584,0.1492245222412593,0.0019290976299885,377108147458793.2
-0.01943137,1.46569,0.1505672982881627,0.0019291345201943,377108148158878.0
-0.01942637,1.46555,0.1519100743350652,0.0019291714104002,377108148858962.8
-0.01942137,1.46539,0.1532528503819676,0.001929208300606,377108149559047.6
-0.01941637,1.46527,0.1545956264288701,0.0019292451908118,377108150259132.5
-0.01941137,1.46516,0.1559384024757726,0.0019292820810176,377108150959217.3
